from,to,type,weight@double
918,1740,LINK,0.63
918,1743,LINK,0.46
918,1752,LINK,0.02
918,1771,LINK,0.89
918,1784,LINK,0.56
918,1786,LINK,0.41
918,1787,LINK,0.26
918,1788,LINK,0.09
918,1808,LINK,0.8
918,1813,LINK,0.65
918,1821,LINK,0.6
918,1825,LINK,0.17
918,1829,LINK,0.25
918,1849,LINK,0.13
918,1872,LINK,0.27
918,1877,LINK,0.4
918,1894,LINK,0.1
918,1895,LINK,0.37
918,1900,LINK,0.6
918,1907,LINK,0.11
918,1908,LINK,0.64
920,943,LINK,0.71
920,1021,LINK,0.09
920,1033,LINK,0.07
920,1067,LINK,0.88
920,1100,LINK,0.32
920,1103,LINK,0.61
920,1246,LINK,0.33
920,1262,LINK,0.76
920,1278,LINK,0.16
920,1304,LINK,0.91
920,1374,LINK,0.27
920,1397,LINK,0.55
920,1496,LINK,0.35
920,1583,LINK,0.66
920,1662,LINK,0.96
920,1730,LINK,0.43
920,1733,LINK,0.33
920,1743,LINK,0.05
920,1752,LINK,0.65
920,1784,LINK,0.46
920,1787,LINK,0.42
920,1821,LINK,0.56
920,1825,LINK,0.8
920,1872,LINK,0.09
921,922,LINK,0.48
921,1183,LINK,0.8
921,1335,LINK,0.64
921,1370,LINK,0.96
921,1377,LINK,0.4
921,1448,LINK,0.77
921,1478,LINK,0.24
921,1485,LINK,0.95
921,1585,LINK,0.82
921,1783,LINK,0.1
921,1793,LINK,0.08
921,1861,LINK,0.43
922,926,LINK,0.92
922,928,LINK,0.85
922,935,LINK,0.08
922,953,LINK,0.65
922,968,LINK,0.47
922,981,LINK,0.08
922,994,LINK,0.18
922,996,LINK,0.84
922,1027,LINK,0.2
922,1049,LINK,0.86
922,1050,LINK,0.29
922,1060,LINK,0.72
922,1079,LINK,0.74
922,1125,LINK,0.15
922,1127,LINK,0.23
922,1129,LINK,0.04
922,1136,LINK,0.48
922,1147,LINK,0.19
922,1165,LINK,0.31
922,1183,LINK,0.49
922,1186,LINK,0.63
922,1196,LINK,0.11
922,1200,LINK,0.73
922,1223,LINK,0.81
922,1231,LINK,0.44
922,1244,LINK,0.71
922,1256,LINK,0.62
922,1270,LINK,0.41
922,1273,LINK,0.92
922,1291,LINK,0.33
922,1292,LINK,0.54
922,1313,LINK,0.45
922,1324,LINK,0.83
922,1330,LINK,0.28
922,1335,LINK,0.41
922,1342,LINK,0.82
922,1353,LINK,0.36
922,1362,LINK,0.14
922,1368,LINK,0.48
922,1370,LINK,0.29
922,1376,LINK,0.2
922,1377,LINK,0.92
922,1378,LINK,0.76
922,1390,LINK,0.54
922,1391,LINK,0.8
922,1392,LINK,0.95
922,1394,LINK,0.4
922,1400,LINK,0.61
922,1405,LINK,0.4
922,1408,LINK,0.23
922,1421,LINK,0.7
922,1432,LINK,0.02
922,1468,LINK,0.17
922,1472,LINK,0.7
922,1510,LINK,0.61
922,1517,LINK,0.62
922,1521,LINK,0.11
922,1523,LINK,0.91
922,1536,LINK,0.8
922,1541,LINK,0.78
922,1552,LINK,0.69
922,1555,LINK,0.61
922,1558,LINK,0.29
922,1564,LINK,0.73
922,1571,LINK,0.94
922,1585,LINK,0.31
922,1590,LINK,0.5
922,1604,LINK,0.39
922,1609,LINK,0.92
922,1613,LINK,0.49
922,1614,LINK,0.08
922,1622,LINK,0.09
922,1623,LINK,0.49
922,1640,LINK,0.52
922,1644,LINK,0.09
922,1664,LINK,0.34
922,1670,LINK,0.16
922,1676,LINK,0.94
922,1684,LINK,0.25
922,1686,LINK,0.09
922,1690,LINK,0.49
922,1715,LINK,0.42
922,1719,LINK,0.1
922,1731,LINK,0.33
922,1735,LINK,0.62
922,1736,LINK,0.19
922,1751,LINK,0.91
922,1754,LINK,0.54
922,1758,LINK,0.18
922,1762,LINK,0.54
922,1766,LINK,0.64
922,1769,LINK,0.03
922,1794,LINK,0.25
922,1814,LINK,0.54
922,1824,LINK,0.21
922,1827,LINK,0.48
922,1828,LINK,0.14
922,1834,LINK,0.89
922,1836,LINK,0.71
922,1843,LINK,0.29
922,1846,LINK,0.12
922,1865,LINK,0.6
922,1889,LINK,0.6
922,1892,LINK,0.91
923,947,LINK,0.53
923,992,LINK,0.89
923,1124,LINK,0.76
923,1131,LINK,0.28
923,1200,LINK,0.88
923,1306,LINK,0.6
923,1313,LINK,0.52
923,1342,LINK,0.94
923,1399,LINK,0.31
923,1400,LINK,0.12
923,1450,LINK,0.86
923,1459,LINK,0.13
923,1468,LINK,0.42
923,1481,LINK,0.79
923,1591,LINK,0.05
923,1615,LINK,0.17
923,1627,LINK,0.97
923,1663,LINK,0.72
923,1703,LINK,0.35
923,1781,LINK,0.92
923,1801,LINK,0.11
923,1806,LINK,0.57
923,1818,LINK,0.43
923,1840,LINK,0.15
923,1847,LINK,0.81
923,1859,LINK,0.34
923,1864,LINK,0.74
923,1910,LINK,0.31
924,962,LINK,0.92
924,1179,LINK,0.62
924,1194,LINK,0.58
924,1318,LINK,0.37
924,1370,LINK,0.74
924,1506,LINK,0.16
924,1759,LINK,0.35
925,941,LINK,0.93
925,955,LINK,0.53
925,975,LINK,0.63
925,1001,LINK,0.81
925,1011,LINK,0.11
925,1036,LINK,0.3
925,1038,LINK,0.36
925,1052,LINK,0.9
925,1071,LINK,0.42
925,1110,LINK,0.15
925,1121,LINK,0.1
925,1128,LINK,0.55
925,1142,LINK,0.05
925,1160,LINK,0.2
925,1171,LINK,0.03
925,1189,LINK,0.96
925,1229,LINK,0.83
925,1237,LINK,0.52
925,1259,LINK,0.26
925,1261,LINK,0.7
925,1276,LINK,0.49
925,1305,LINK,0.67
925,1309,LINK,0.45
925,1311,LINK,0.08
925,1339,LINK,0.54
925,1356,LINK,0.59
925,1367,LINK,0.3
925,1413,LINK,0.96
925,1470,LINK,0.64
925,1473,LINK,0.36
925,1483,LINK,0.09
925,1497,LINK,0.99
925,1501,LINK,0.18
925,1526,LINK,0.66
925,1537,LINK,0.4
925,1550,LINK,0.19
925,1704,LINK,0.24
925,1710,LINK,0.72
925,1726,LINK,0.04
925,1746,LINK,0.23
925,1782,LINK,1
925,1831,LINK,0.93
925,1877,LINK,0.05
925,1907,LINK,0.69
926,928,LINK,0.43
926,947,LINK,0.92
926,968,LINK,0.36
926,979,LINK,0.92
926,981,LINK,0.71
926,994,LINK,0.97
926,1000,LINK,0.91
926,1004,LINK,0.07
926,1005,LINK,0.89
926,1018,LINK,0.81
926,1048,LINK,0.8
926,1049,LINK,0.73
926,1050,LINK,0.92
926,1055,LINK,0.33
926,1060,LINK,0.1
926,1076,LINK,0.8
926,1077,LINK,0.34
926,1080,LINK,0.55
926,1087,LINK,0.93
926,1093,LINK,0.17
926,1111,LINK,0.44
926,1113,LINK,0.38
926,1125,LINK,0.58
926,1126,LINK,0.91
926,1127,LINK,0.11
926,1133,LINK,0.82
926,1147,LINK,0.36
926,1150,LINK,0.81
926,1173,LINK,0.18
926,1176,LINK,0.21
926,1181,LINK,0.18
926,1182,LINK,0.34
926,1185,LINK,0.33
926,1186,LINK,0.74
926,1197,LINK,0.86
926,1199,LINK,0.99
926,1200,LINK,0.5
926,1210,LINK,0.95
926,1212,LINK,0.33
926,1215,LINK,0.81
926,1223,LINK,0.96
926,1243,LINK,0.02
926,1244,LINK,0.41
926,1251,LINK,0.12
926,1266,LINK,0.14
926,1268,LINK,0.05
926,1270,LINK,0.52
926,1291,LINK,0.3
926,1292,LINK,0.68
926,1303,LINK,0.79
926,1313,LINK,0.56
926,1324,LINK,0.69
926,1335,LINK,0.02
926,1336,LINK,0.32
926,1340,LINK,0.12
926,1341,LINK,0.54
926,1345,LINK,0.37
926,1353,LINK,0.3
926,1366,LINK,0.58
926,1368,LINK,0.59
926,1376,LINK,0.78
926,1377,LINK,0.67
926,1378,LINK,0.16
926,1391,LINK,0.05
926,1400,LINK,0.76
926,1417,LINK,0.4
926,1421,LINK,0.27
926,1432,LINK,0.36
926,1450,LINK,0.59
926,1457,LINK,0.97
926,1461,LINK,0.93
926,1472,LINK,0.55
926,1486,LINK,0.36
926,1492,LINK,0.32
926,1510,LINK,0.54
926,1517,LINK,0.32
926,1521,LINK,0.69
926,1524,LINK,0.51
926,1525,LINK,0.8
926,1531,LINK,0.95
926,1539,LINK,0.83
926,1540,LINK,0.46
926,1548,LINK,0.98
926,1552,LINK,0.97
926,1555,LINK,0.84
926,1558,LINK,0.72
926,1560,LINK,0.47
926,1564,LINK,0.17
926,1571,LINK,0.46
926,1573,LINK,0.97
926,1585,LINK,0.99
926,1590,LINK,0.87
926,1591,LINK,0.36
926,1598,LINK,0.46
926,1599,LINK,0.5
926,1601,LINK,0.42
926,1609,LINK,0.24
926,1611,LINK,0.41
926,1613,LINK,0.46
926,1614,LINK,0.03
926,1615,LINK,0.64
926,1618,LINK,0.89
926,1619,LINK,0.01
926,1621,LINK,0.75
926,1622,LINK,0.87
926,1623,LINK,0.79
926,1624,LINK,0.81
926,1633,LINK,0.49
926,1638,LINK,0.32
926,1640,LINK,0.63
926,1644,LINK,0.75
926,1645,LINK,0.1
926,1654,LINK,0.63
926,1660,LINK,0.74
926,1664,LINK,0.86
926,1669,LINK,0.53
926,1670,LINK,0.34
926,1676,LINK,0.88
926,1684,LINK,0.93
926,1689,LINK,0.01
926,1690,LINK,0.84
926,1711,LINK,0.69
926,1715,LINK,0.11
926,1718,LINK,0.84
926,1719,LINK,0.69
926,1722,LINK,0.67
926,1725,LINK,0.57
926,1731,LINK,0.67
926,1735,LINK,0.6
926,1736,LINK,0.14
926,1737,LINK,0.19
926,1738,LINK,0.49
926,1747,LINK,0.65
926,1751,LINK,0.36
926,1753,LINK,0.33
926,1754,LINK,0.3
926,1758,LINK,0.75
926,1769,LINK,0.61
926,1770,LINK,0.5
926,1772,LINK,0.57
926,1775,LINK,0.54
926,1794,LINK,0.08
926,1796,LINK,0.88
926,1797,LINK,0.61
926,1800,LINK,0.4
926,1801,LINK,0.73
926,1805,LINK,0.53
926,1812,LINK,0.77
926,1814,LINK,0.63
926,1820,LINK,0.79
926,1828,LINK,0.42
926,1834,LINK,0.12
926,1836,LINK,0.45
926,1837,LINK,0.53
926,1843,LINK,0.17
926,1862,LINK,0.41
926,1868,LINK,0.54
926,1878,LINK,0.02
926,1880,LINK,0.88
926,1887,LINK,0.57
926,1889,LINK,0.97
926,1892,LINK,0.99
926,1910,LINK,0.13
927,947,LINK,0.55
927,961,LINK,0.23
927,998,LINK,0.66
927,1027,LINK,0.94
927,1057,LINK,0.47
927,1152,LINK,0.28
927,1192,LINK,0.36
927,1256,LINK,0.22
927,1257,LINK,0.2
927,1281,LINK,0.57
927,1410,LINK,0.13
927,1510,LINK,0.79
927,1605,LINK,0.86
927,1606,LINK,0.12
927,1609,LINK,0.78
927,1664,LINK,0.11
927,1723,LINK,0.96
927,1783,LINK,0.96
927,1811,LINK,0.01
927,1836,LINK,0.37
928,947,LINK,0.53
928,948,LINK,0.36
928,968,LINK,0.23
928,981,LINK,0.83
928,994,LINK,0.3
928,1027,LINK,0.58
928,1049,LINK,0.85
928,1125,LINK,0.53
928,1147,LINK,0.44
928,1154,LINK,0.03
928,1176,LINK,0.94
928,1183,LINK,0.17
928,1186,LINK,0.49
928,1196,LINK,0.16
928,1215,LINK,0.69
928,1244,LINK,0.22
928,1256,LINK,0.1
928,1266,LINK,0.59
928,1270,LINK,0.61
928,1291,LINK,0.68
928,1313,LINK,0.98
928,1330,LINK,0.38
928,1335,LINK,0.73
928,1353,LINK,0.79
928,1368,LINK,0.99
928,1370,LINK,0.83
928,1377,LINK,0.14
928,1378,LINK,0.89
928,1406,LINK,0.49
928,1421,LINK,0.35
928,1461,LINK,0.86
928,1468,LINK,0.96
928,1514,LINK,0.45
928,1521,LINK,0.81
928,1529,LINK,0.86
928,1531,LINK,0.15
928,1552,LINK,0.31
928,1555,LINK,0.7
928,1564,LINK,0.29
928,1571,LINK,0
928,1585,LINK,0.58
928,1590,LINK,0.58
928,1591,LINK,0.24
928,1604,LINK,0.96
928,1609,LINK,0.46
928,1610,LINK,0.2
928,1612,LINK,0.28
928,1613,LINK,0.21
928,1614,LINK,0.94
928,1622,LINK,0.78
928,1640,LINK,0.66
928,1664,LINK,0.83
928,1670,LINK,0.85
928,1676,LINK,0.12
928,1725,LINK,0.82
928,1731,LINK,0.76
928,1737,LINK,0.35
928,1751,LINK,0.26
928,1766,LINK,0.83
928,1769,LINK,0.05
928,1783,LINK,0.43
928,1792,LINK,0.55
928,1800,LINK,0.79
928,1812,LINK,0.48
928,1820,LINK,0.89
928,1828,LINK,0.32
928,1832,LINK,0.76
928,1836,LINK,0.8
928,1847,LINK,0.95
928,1852,LINK,0.43
928,1889,LINK,0.75
929,1062,LINK,0.12
929,1145,LINK,0.83
929,1175,LINK,0.25
929,1329,LINK,0.44
929,1495,LINK,0.65
929,1677,LINK,0.11
929,1706,LINK,0.11
929,1826,LINK,0.66
930,1318,LINK,0.16
930,1506,LINK,0.39
930,1702,LINK,0.2
930,1839,LINK,0.68
931,949,LINK,0.2
931,963,LINK,0.84
931,977,LINK,0.67
931,1081,LINK,0.97
931,1114,LINK,0.31
931,1123,LINK,0.25
931,1143,LINK,0.71
931,1156,LINK,0.75
931,1211,LINK,0.49
931,1295,LINK,0.21
931,1319,LINK,0.17
931,1333,LINK,0.03
931,1350,LINK,0.1
931,1359,LINK,0.35
931,1375,LINK,0.23
931,1401,LINK,0.72
931,1409,LINK,0.55
931,1426,LINK,0.25
931,1428,LINK,0.71
931,1447,LINK,0.66
931,1465,LINK,0.35
931,1515,LINK,0.46
931,1527,LINK,0.55
931,1550,LINK,0.62
931,1566,LINK,0.95
931,1575,LINK,0.44
931,1617,LINK,0.98
931,1626,LINK,0.28
931,1646,LINK,0.37
931,1661,LINK,0.38
931,1672,LINK,0.08
931,1680,LINK,0.94
931,1695,LINK,0.45
931,1696,LINK,0.96
931,1764,LINK,0.53
931,1767,LINK,0.17
931,1774,LINK,0.12
931,1802,LINK,0.92
931,1845,LINK,0.23
931,1871,LINK,0.04
931,1879,LINK,0.05
931,1882,LINK,0.7
931,1883,LINK,0.14
932,940,LINK,0.5
932,1065,LINK,0.74
932,1213,LINK,0.97
932,1344,LINK,0.35
932,1454,LINK,0.41
932,1567,LINK,0.96
932,1646,LINK,0.78
932,1672,LINK,0.89
932,1695,LINK,0.35
932,1744,LINK,0.26
932,1830,LINK,0.24
932,1832,LINK,0.14
932,1911,LINK,0.89
933,954,LINK,0.42
933,981,LINK,0.99
933,983,LINK,0.73
933,996,LINK,0.83
933,998,LINK,0.22
933,1027,LINK,0.54
933,1030,LINK,0.31
933,1057,LINK,0.42
933,1075,LINK,0.3
933,1108,LINK,0.45
933,1157,LINK,0.91
933,1173,LINK,0.93
933,1174,LINK,0.58
933,1192,LINK,0.76
933,1206,LINK,0.94
933,1212,LINK,0.71
933,1239,LINK,0.88
933,1257,LINK,0.44
933,1270,LINK,0.37
933,1303,LINK,0.96
933,1330,LINK,0.32
933,1331,LINK,0.74
933,1332,LINK,0.93
933,1371,LINK,0.04
933,1389,LINK,0.38
933,1400,LINK,0.03
933,1410,LINK,0.91
933,1421,LINK,0.36
933,1441,LINK,0.3
933,1448,LINK,0.78
933,1484,LINK,0.32
933,1489,LINK,0.13
933,1510,LINK,0.99
933,1518,LINK,0.16
933,1536,LINK,0.98
933,1572,LINK,0.48
933,1581,LINK,0.49
933,1590,LINK,0.61
933,1595,LINK,0.55
933,1605,LINK,0.57
933,1606,LINK,0.55
933,1621,LINK,0.2
933,1623,LINK,0.14
933,1660,LINK,0.65
933,1664,LINK,0.7
933,1666,LINK,0.78
933,1670,LINK,0.77
933,1676,LINK,0.49
933,1686,LINK,0.13
933,1723,LINK,0.14
933,1731,LINK,0.65
933,1735,LINK,0.4
933,1742,LINK,0.16
933,1755,LINK,0.05
933,1776,LINK,0.86
933,1814,LINK,0.34
933,1828,LINK,0.16
933,1844,LINK,0.98
933,1846,LINK,0.84
933,1865,LINK,0.81
933,1899,LINK,0.77
933,1903,LINK,0.2
934,942,LINK,0.82
934,943,LINK,0.98
934,972,LINK,0.73
934,1015,LINK,0.92
934,1104,LINK,0.02
934,1216,LINK,0.45
934,1242,LINK,0.96
934,1262,LINK,0.11
934,1274,LINK,0.53
934,1503,LINK,0.42
934,1504,LINK,0.44
934,1574,LINK,0.44
934,1650,LINK,0.2
934,1662,LINK,0.16
934,1705,LINK,0.17
934,1707,LINK,0.37
934,1730,LINK,0.25
934,1743,LINK,0.99
934,1795,LINK,0.83
934,1821,LINK,0.44
934,1851,LINK,0.87
934,1872,LINK,0.69
935,953,LINK,0.66
935,981,LINK,0.54
935,994,LINK,0.13
935,1027,LINK,0.7
935,1049,LINK,0.1
935,1077,LINK,0.86
935,1080,LINK,0.59
935,1087,LINK,0.2
935,1127,LINK,0.12
935,1129,LINK,0.9
935,1147,LINK,0.79
935,1156,LINK,0.08
935,1176,LINK,0.9
935,1186,LINK,0.61
935,1200,LINK,0.17
935,1212,LINK,0.76
935,1244,LINK,0.16
935,1268,LINK,0.27
935,1270,LINK,0.68
935,1292,LINK,0.83
935,1303,LINK,0.27
935,1306,LINK,0.72
935,1330,LINK,0.67
935,1335,LINK,0.55
935,1353,LINK,0.77
935,1368,LINK,0.25
935,1377,LINK,0.73
935,1378,LINK,0.02
935,1391,LINK,0.04
935,1392,LINK,0.95
935,1400,LINK,0.4
935,1421,LINK,0.5
935,1432,LINK,0.27
935,1457,LINK,0.07
935,1468,LINK,0.54
935,1472,LINK,0.59
935,1492,LINK,0.2
935,1509,LINK,0.29
935,1510,LINK,0.88
935,1517,LINK,0.29
935,1523,LINK,0.4
935,1539,LINK,0.73
935,1552,LINK,0.11
935,1560,LINK,0.56
935,1585,LINK,0.25
935,1590,LINK,0.13
935,1598,LINK,0.29
935,1604,LINK,0.24
935,1609,LINK,0.5
935,1611,LINK,0.16
935,1613,LINK,0.91
935,1614,LINK,0.08
935,1622,LINK,0.24
935,1638,LINK,0.05
935,1644,LINK,0.76
935,1664,LINK,0.34
935,1669,LINK,0.03
935,1676,LINK,0.71
935,1708,LINK,0.74
935,1715,LINK,0.23
935,1722,LINK,0.28
935,1731,LINK,0.48
935,1747,LINK,0.8
935,1751,LINK,0.41
935,1754,LINK,0.67
935,1758,LINK,0.04
935,1762,LINK,0.64
935,1769,LINK,0.3
935,1792,LINK,0.62
935,1794,LINK,0.58
935,1796,LINK,0.54
935,1800,LINK,0.37
935,1801,LINK,0.03
935,1805,LINK,0.28
935,1824,LINK,0.86
935,1828,LINK,0.82
935,1834,LINK,0.49
935,1836,LINK,0.33
935,1889,LINK,0.59
935,1903,LINK,0.84
936,1008,LINK,0.54
936,1394,LINK,0.15
936,1532,LINK,0.7
936,1681,LINK,0.66
936,1782,LINK,0.52
936,1808,LINK,0.41
937,1002,LINK,0.72
937,1013,LINK,0.71
937,1115,LINK,0.03
937,1123,LINK,0.08
937,1156,LINK,0.62
937,1180,LINK,0.98
937,1224,LINK,0.2
937,1238,LINK,0.52
937,1301,LINK,0.69
937,1321,LINK,0.36
937,1359,LINK,0.2
937,1375,LINK,0.92
937,1507,LINK,0.94
937,1513,LINK,0.8
937,1575,LINK,0.89
937,1607,LINK,0.28
937,1617,LINK,0.9
937,1646,LINK,0.7
937,1674,LINK,0.82
937,1678,LINK,0.56
937,1741,LINK,0.12
937,1768,LINK,0.46
937,1871,LINK,0.15
937,1883,LINK,0.59
938,1107,LINK,0.68
938,1249,LINK,0.14
938,1265,LINK,0.56
938,1726,LINK,0.52
938,1750,LINK,0.46
938,1786,LINK,0.34
939,993,LINK,0.6
939,1098,LINK,0.39
939,1119,LINK,0.45
939,1217,LINK,0.16
939,1233,LINK,0.6
939,1315,LINK,0.46
939,1320,LINK,0.43
939,1334,LINK,0.45
939,1364,LINK,0.45
939,1379,LINK,0.09
939,1425,LINK,1
939,1453,LINK,0.26
939,1469,LINK,0.53
939,1494,LINK,0.05
939,1534,LINK,0.35
939,1549,LINK,0.97
939,1569,LINK,0.37
939,1602,LINK,0.02
939,1649,LINK,0.61
939,1734,LINK,0.22
939,1748,LINK,0.19
939,1788,LINK,0.77
939,1799,LINK,0.98
939,1838,LINK,0.59
939,1881,LINK,0.56
939,1896,LINK,0.75
940,1065,LINK,0.87
940,1155,LINK,0.09
940,1213,LINK,0.38
940,1296,LINK,0.44
940,1343,LINK,0.05
940,1357,LINK,0.46
940,1426,LINK,0.92
940,1454,LINK,0.17
940,1479,LINK,0.33
940,1498,LINK,0.31
940,1546,LINK,0.64
940,1567,LINK,0.71
940,1830,LINK,0.08
940,1832,LINK,0.03
940,1911,LINK,0.84
941,1110,LINK,0.65
941,1140,LINK,0.3
941,1222,LINK,0.88
941,1237,LINK,0.66
941,1260,LINK,0.7
941,1339,LINK,0.93
941,1419,LINK,0
941,1426,LINK,0.01
941,1470,LINK,0.58
941,1473,LINK,0.57
941,1505,LINK,0.51
941,1542,LINK,0.71
941,1651,LINK,0.45
941,1905,LINK,0.78
941,1907,LINK,0.26
942,943,LINK,0.13
942,946,LINK,0.23
942,955,LINK,0.7
942,970,LINK,0.1
942,972,LINK,0.42
942,985,LINK,0.07
942,1021,LINK,0.68
942,1033,LINK,0.49
942,1082,LINK,0.66
942,1105,LINK,0.72
942,1228,LINK,0.34
942,1236,LINK,0.02
942,1258,LINK,0.8
942,1274,LINK,0.66
942,1278,LINK,0.76
942,1282,LINK,0.91
942,1283,LINK,0.79
942,1304,LINK,0.42
942,1380,LINK,0.57
942,1405,LINK,0.06
942,1407,LINK,0.02
942,1413,LINK,0.31
942,1430,LINK,0.79
942,1455,LINK,0.11
942,1463,LINK,0.27
942,1503,LINK,0.22
942,1574,LINK,0.19
942,1583,LINK,0.02
942,1597,LINK,0.79
942,1612,LINK,0.84
942,1629,LINK,0.67
942,1636,LINK,0.27
942,1639,LINK,0.92
942,1681,LINK,0.43
942,1692,LINK,0.78
942,1705,LINK,0.26
942,1707,LINK,0.05
942,1730,LINK,0.02
942,1743,LINK,0.92
942,1765,LINK,0.87
942,1784,LINK,0.89
942,1787,LINK,0.22
942,1795,LINK,0.45
942,1821,LINK,0.68
942,1825,LINK,0.29
942,1829,LINK,0.58
942,1851,LINK,0.5
942,1858,LINK,0.94
942,1872,LINK,0.95
942,1894,LINK,0.85
942,1895,LINK,0.02
942,1908,LINK,0.04
943,955,LINK,1
943,970,LINK,0.07
943,972,LINK,0.32
943,985,LINK,0.44
943,1015,LINK,0.4
943,1019,LINK,0.21
943,1021,LINK,0.89
943,1033,LINK,0.51
943,1067,LINK,0.75
943,1082,LINK,0.45
943,1100,LINK,0.34
943,1103,LINK,0.08
943,1109,LINK,0.4
943,1149,LINK,0.32
943,1167,LINK,0.77
943,1205,LINK,0.89
943,1216,LINK,0.06
943,1246,LINK,0.01
943,1262,LINK,0.1
943,1283,LINK,0.98
943,1285,LINK,0.87
943,1304,LINK,0.77
943,1310,LINK,0.2
943,1317,LINK,0.85
943,1325,LINK,0.07
943,1348,LINK,0.93
943,1374,LINK,0.15
943,1397,LINK,0.79
943,1405,LINK,0.11
943,1407,LINK,0.43
943,1452,LINK,0.37
943,1455,LINK,0.15
943,1496,LINK,0.56
943,1503,LINK,0.68
943,1504,LINK,0.64
943,1509,LINK,0.23
943,1516,LINK,0.83
943,1583,LINK,0.73
943,1596,LINK,0.8
943,1639,LINK,0.78
943,1662,LINK,0.02
943,1707,LINK,0.93
943,1730,LINK,0.04
943,1733,LINK,0.15
943,1743,LINK,0.48
943,1752,LINK,0.36
943,1784,LINK,0.75
943,1787,LINK,0.31
943,1813,LINK,0.59
943,1821,LINK,0.75
943,1825,LINK,0.81
943,1829,LINK,0.55
943,1849,LINK,0.68
943,1872,LINK,0.34
943,1894,LINK,0.55
943,1895,LINK,0.06
943,1900,LINK,0.18
943,1908,LINK,0.34
944,1043,LINK,0.46
944,1052,LINK,0.31
944,1168,LINK,0.35
944,1169,LINK,0.64
944,1190,LINK,0.19
944,1226,LINK,0.71
944,1237,LINK,0.24
944,1245,LINK,0.44
944,1305,LINK,0.31
944,1309,LINK,0.3
944,1537,LINK,0.98
945,966,LINK,0.85
945,978,LINK,0.76
945,1012,LINK,0.6
945,1042,LINK,0.68
945,1052,LINK,0.18
945,1071,LINK,0.89
945,1073,LINK,0.34
945,1132,LINK,0.79
945,1160,LINK,0.64
945,1170,LINK,0.72
945,1250,LINK,0.86
945,1259,LINK,0.1
945,1261,LINK,0.16
945,1276,LINK,0.81
945,1307,LINK,0.14
945,1339,LINK,0.02
945,1367,LINK,0.97
945,1429,LINK,0.04
945,1470,LINK,0.9
945,1473,LINK,0.41
945,1505,LINK,0.81
945,1526,LINK,0.51
945,1537,LINK,0.09
945,1631,LINK,0.49
945,1635,LINK,0.25
945,1687,LINK,0.6
945,1704,LINK,0.15
945,1710,LINK,0.28
945,1726,LINK,0.47
945,1739,LINK,0.28
945,1749,LINK,0.67
945,1757,LINK,0.14
945,1771,LINK,0.91
945,1816,LINK,0.56
945,1877,LINK,0.98
946,1407,LINK,0.15
946,1705,LINK,0.69
947,948,LINK,0.34
947,953,LINK,0.73
947,961,LINK,0.21
947,967,LINK,0.23
947,968,LINK,0.42
947,969,LINK,0.17
947,992,LINK,0.73
947,994,LINK,0.74
947,1004,LINK,0.04
947,1005,LINK,0.98
947,1007,LINK,0.35
947,1025,LINK,0.2
947,1027,LINK,0.09
947,1029,LINK,0.37
947,1049,LINK,0.11
947,1060,LINK,0.22
947,1077,LINK,0.33
947,1079,LINK,0.41
947,1080,LINK,0.7
947,1084,LINK,0.8
947,1087,LINK,0.22
947,1093,LINK,0.43
947,1113,LINK,0.1
947,1124,LINK,0.3
947,1126,LINK,0.08
947,1127,LINK,0.53
947,1133,LINK,0.76
947,1147,LINK,0.09
947,1150,LINK,0.43
947,1154,LINK,0.57
947,1164,LINK,0.29
947,1173,LINK,0.14
947,1182,LINK,0.97
947,1183,LINK,0.56
947,1185,LINK,0.7
947,1186,LINK,0.85
947,1197,LINK,0.36
947,1200,LINK,0.71
947,1208,LINK,0.86
947,1210,LINK,0.25
947,1212,LINK,1
947,1239,LINK,0.01
947,1243,LINK,0.23
947,1244,LINK,0.78
947,1251,LINK,0.66
947,1256,LINK,0.48
947,1268,LINK,0.39
947,1273,LINK,0.02
947,1288,LINK,0.8
947,1290,LINK,0.31
947,1303,LINK,0.43
947,1306,LINK,0.39
947,1313,LINK,0.3
947,1331,LINK,0.71
947,1332,LINK,0.99
947,1340,LINK,0.67
947,1345,LINK,0.29
947,1353,LINK,0.42
947,1362,LINK,0.9
947,1366,LINK,0.19
947,1368,LINK,0.76
947,1370,LINK,0.41
947,1371,LINK,0.53
947,1376,LINK,0.27
947,1377,LINK,0.48
947,1378,LINK,0.51
947,1391,LINK,0.23
947,1392,LINK,0.72
947,1399,LINK,0.14
947,1400,LINK,0.52
947,1403,LINK,0.91
947,1406,LINK,0.64
947,1417,LINK,0.28
947,1421,LINK,0.19
947,1432,LINK,0.89
947,1450,LINK,0.6
947,1457,LINK,0.08
947,1468,LINK,0.04
947,1481,LINK,0.44
947,1486,LINK,0.26
947,1489,LINK,0.77
947,1492,LINK,0.95
947,1510,LINK,0.56
947,1517,LINK,0.68
947,1523,LINK,0.15
947,1531,LINK,0.21
947,1533,LINK,0.02
947,1539,LINK,0.53
947,1540,LINK,0.27
947,1548,LINK,0.61
947,1555,LINK,0.91
947,1558,LINK,0.76
947,1560,LINK,0.1
947,1564,LINK,0.88
947,1571,LINK,0.49
947,1581,LINK,0.96
947,1585,LINK,0
947,1590,LINK,0.15
947,1591,LINK,0.19
947,1598,LINK,0.72
947,1599,LINK,0.97
947,1604,LINK,0.28
947,1609,LINK,0.41
947,1611,LINK,0.17
947,1613,LINK,0.45
947,1615,LINK,0.08
