start,end
634,1927
1768,3170
590,1616
2941,3250
3074,387
3771,1941
3943,264
100,1389
2709,3461
3809,1619
1060,1174
1924,249
3450,3394
2418,494
504,1167
1181,3089
127,3727
3054,1452
1913,288
1253,3156
3573,1930
175,2571
1687,1253
3562,2282
61,1698
1530,3623
3856,3822
2371,1506
2280,4017
1293,3982
3434,2347
2291,2915
3367,3454
1422,968
963,3784
110,3873
1057,3718
2381,2890
3963,3681
1961,3
156,2479
3855,1687
1475,2154
2350,725
1770,561
144,3144
1828,2699
2515,2666
2563,1476
3878,2566
2037,3291
3420,1872
1101,1856
1596,358
539,2182
2394,3884
510,195
593,3537
3035,4018
1133,2431
3832,751
2853,214
3384,2443
2438,3098
885,3320
134,933
1174,446
1236,2089
1440,457
1018,60
519,239
1578,918
1581,203
1180,141
1865,2580
686,1415
3145,282
1034,2439
1578,2969
3807,3452
3617,2491
1467,2628
2363,1319
3695,461
2967,3591
2752,1222
856,3891
698,2822
3066,44
2701,32
1408,3349
1640,3870
1797,1186
264,838
708,2640
234,404
655,870
18,1052
2383,2558
1218,3795
3610,2115
2996,3563
1684,1830
1249,2904
3826,2727
3955,204
2078,397
1548,2322
274,2282
147,2821
689,3155
2450,1477
1298,777
311,3895
3273,2445
3494,1086
3134,3128
3594,2883
2328,3112
1220,359
696,758
3500,1352
1296,1246
1138,2366
317,1332
3201,3446
344,2347
1094,1981
2655,2704
527,1513
3792,3258
1351,997
3174,3115
3350,2209
1996,1493
424,2450
3858,3973
3973,2672
2763,623
3850,3513
717,1628
165,2963
3465,3820
2722,140
627,3154
2581,1310
2404,5
785,2074
217,483
1715,1950
1065,1268
3089,3446
129,690
2902,3003
2233,2772
1009,3342
1242,2943
1555,1349
394,2650
2932,119
1454,83
3553,1667
65,3773
2072,658
2062,851
3550,2611
1265,467
1440,1837
1301,3336
1334,3885
2844,3587
927,2054
3560,1999
1092,2500
412,3039
212,835
954,3643
1880,944
1850,235
72,383
2087,776
2729,2527
3909,4032
3104,3601
3787,1310
2323,2981
270,1194
3746,3361
1384,2260
3686,1394
2928,78
3007,1735
1035,3087
1196,3634
3560,281
776,524
1253,3573
445,2570
252,1777
2080,2211
1604,2187
2533,1653
1462,2299
1528,510
734,3055
798,2779
3933,3292
7,665
2923,990
2693,1707
3804,172
471,1141
3385,2582
2966,2755
206,2439
4002,3216
480,3512
645,39
890,1848
1809,161
3276,783
3908,2548
1370,1873
614,2345
2428,203
3788,1339
3614,1048
3925,3847
1947,2496
49,1355
3631,818
1146,2985
1382,1383
3415,1017
2467,3079
3496,2161
2563,84
903,3616
3053,1126
755,2733
87,1784
2833,2236
2636,751
1381,356
3557,2037
2638,2042
663,969
2614,3638
2412,3056
138,44
3943,968
3879,2139
1322,3742
780,1491
2698,2755
1096,1216
2841,1281
1192,2681
1842,1819
936,2106
2871,835
3752,934
3495,2685
2402,1402
3220,482
1012,1392
2355,2614
2601,3647
3198,1858
3563,3035
1875,1174
316,1446
1000,1006
2843,1467
2294,2396
3482,3231
766,3732
3548,1713
728,1629
2256,2694
2581,3211
3361,1262
58,3309
2760,3942
2933,1612
2015,3133
3731,621
2710,1562
2582,3736
3725,406
3111,2084
975,309
1725,1304
2024,1897
907,2029
1984,2811
2511,287
270,1703
3026,3712
2510,3813
3332,880
3447,323
331,3120
1020,2635
1253,2701
1825,2908
3210,2288
1668,1241
2008,2753
3082,417
3578,3323
1979,1190
2798,3233
3305,804
1647,456
485,2636
1609,44
970,3193
1546,1122
2424,2904
244,2808
163,1338
2070,1788
2362,3458
3009,1893
56,3936
3498,2051
2866,1524
2422,3039
780,3078
4015,1548
1765,908
3463,2317
3826,1740
23,2320
2477,3964
2228,3051
3072,3129
1157,230
3273,3510
3442,3572
354,3238
2510,2049
778,121
3442,1592
1726,1206
1258,1459
3051,2053
746,3572
2823,819
1211,1046
2290,1878
3807,444
1016,1395
12,3892
1769,2774
648,72
2665,1111
2058,923
2171,417
2471,449
1257,3098
3784,3867
1406,1738
120,710
1616,3859
3809,1600
2745,793
1945,2853
231,2338
776,1612
2580,1984
3148,3908
634,3858
1431,1074
1014,675
1188,1008
2178,286
3640,2650
2887,1105
1176,2395
1233,1967
2195,1417
3663,1989
1192,2078
2148,2773
970,1002
2076,1561
2150,1889
3500,3214
174,1331
3300,293
2642,3009
342,1257
2182,2409
493,452
4022,2981
535,1863
1959,3551
3417,2204
3401,793
508,2767
2813,3153
1664,2085
3474,549
3312,142
1450,86
1740,3105
1707,3767
3816,798
860,1276
3462,208
217,3350
2425,1637
1374,2647
3937,1114
1337,3966
3364,677
2882,1019
3879,2133
2862,582
1159,2099
3043,618
101,1826
2171,2208
2692,1136
3337,1398
2236,2973
331,579
1615,1428
1784,2165
3763,2655
3861,3799
3507,2019
2380,2706
269,1124
1941,3118
1291,2013
3332,1124
330,1686
3622,40
4008,1383
2439,2293
502,555
2252,3425
639,811
1177,1423
2396,398
3009,758
416,1597
808,675
430,2631
1138,2125
2457,2374
1638,1579
614,239
3974,100
2829,1503
4026,978
1539,3493
2407,3558
839,2866
3813,927
3811,2897
3668,3441
1407,347
2987,1688
2551,915
3643,623
443,3261
3665,153
1516,1049
2469,954
3409,1795
2818,3341
2434,859
1793,2780
641,1945
304,2156
3903,3084
2578,2928
2258,910
1122,1332
3723,373
1535,641
855,2609
291,1624
1605,3071
2080,1164
61,1387
1877,3004
666,3914
1174,1488
3207,2115
2173,2194
2995,1723
102,1965
407,2067
3400,3403
1320,3845
3260,3280
2045,2854
945,3765
1842,3593
3751,1074
3472,2462
2256,3941
1219,394
214,594
999,2330
25,1972
2131,810
2616,394
181,1392
1554,1276
1504,736
2072,2124
243,1974
3522,3929
2926,3976
3042,117
1338,2652
1933,727
3636,3400
599,2788
2555,1489
1040,624
1143,3035
3198,1946
2203,1942
907,2887
805,2071
3627,3660
1169,3866
3568,41
4023,3883
258,168
1796,169
2354,2661
2933,595
2344,500
1670,389
378,1709
1963,2493
842,2221
1949,2628
2793,2890
2530,575
1988,1677
2285,2081
1695,2316
826,1847
1366,2013
271,635
2179,1669
3449,419
1230,330
3456,2797
3463,3900
3106,1735
2962,3846
3599,3058
3721,933
3805,3486
1166,2137
618,2955
38,437
237,1282
2505,2001
4006,1138
1406,472
489,3346
1805,851
2497,1645
2581,3165
3585,1507
2763,791
3724,836
1323,2563
1073,1463
3147,2791
3748,1954
1275,1381
3899,2450
1971,2403
1348,647
3736,1554
1919,2823
2568,1453
2553,2550
3554,39
875,2710
3690,1959
628,2559
3008,2430
1341,1562
2308,883
2134,3684
3633,2473
3810,3713
578,3304
1624,718
1548,2328
2254,1765
2962,67
2368,718
977,555
1223,2233
3652,977
3136,808
4024,1370
3506,434
3283,1099
2515,3007
461,3358
4025,3797
1777,325
1138,2190
4028,1462
2916,2772
4008,3056
752,1785
1425,1326
654,1456
383,3961
1849,2974
3906,2343
3534,3311
639,623
1470,832
2134,2010
3137,511
1446,1061
382,3270
3190,3560
1366,382
3607,308
3242,453
1019,657
1545,580
1526,2920
1767,3393
3342,958
3154,3477
606,2012
1750,3152
3027,2702
3321,3275
404,889
1541,3287
1956,3815
3024,976
695,3285
1452,3919
3430,1385
2451,3962
612,3449
519,1405
1154,564
1487,286
2403,1421
18,673
1168,2483
2549,1422
2336,2535
3078,2455
1853,3201
1467,3594
442,3770
3864,826
3219,3418
48,120
1787,3287
277,3751
539,1060
3597,4024
99,3497
3633,819
3360,3284
836,3526
602,391
3481,2935
3365,2201
3484,2160
2753,3282
1209,3452
2234,3222
2878,312
572,2318
4011,1660
2185,3759
2271,3353
2714,2677
3830,3676
1436,3369
2690,2641
2487,359
1163,327
3157,1461
1054,857
281,196
1528,1995
1418,3801
440,2108
1632,1659
161,1235
2934,2907
820,1919
504,2690
2376,42
375,1939
2225,2309
2694,2514
2482,428
2743,2710
1210,1590
505,3592
641,3213
2967,3567
1571,3001
1088,3270
3349,3225
1884,2864
109,2608
2198,3297
2342,1006
375,1036
54,2827
1563,1796
1041,3661
2375,317
563,826
632,3596
110,1024
582,862
121,3739
2892,2311
1964,332
1227,2511
724,1396
1643,1281
2756,50
1050,1946
2809,2376
2076,3108
882,3820
3509,1788
2083,2638
1615,3829
2201,2641
62,3134
2661,1800
1257,1092
2609,2763
299,2365
2421,1998
1318,177
684,3673
3165,2871
531,3585
2092,3547
21,2541
1787,2550
3824,2320
3563,694
2549,319
4010,3219
2855,755
474,3578
2155,1361
3924,3949
204,708
210,1310
1057,159
3220,340
3771,1317
1358,640
3831,606
2606,508
107,71
1385,594
255,435
3462,373
3574,939
3742,2837
3021,2740
3586,640
362,1376
1661,4007
1922,1263
1482,3576
3512,1499
3424,2409
3044,3325
3085,3062
2937,1816
3718,3654
73,2658
3445,1203
3809,1178
3144,1470
638,2535
1654,3740
3541,3701
3638,3254
1291,1123
3795,1286
1634,2785
1579,2
1079,1898
2979,1196
1366,1121
1750,868
3500,3229
4004,2456
557,3875
1599,805
3171,1941
467,430
1784,1877
2830,3719
1260,332
2192,207
2785,2312
2492,865
3333,229
3755,546
1269,76
1396,2263
1046,1920
1337,3323
2212,1397
1179,3615
1101,447
2051,652
402,2336
959,4004
625,2685
3198,3721
449,3644
377,3002
239,2553
194,523
2731,1861
3115,2986
2854,1837
1978,242
1754,2824
2965,747
2456,124
493,2272
1435,704
1682,2306
1602,1017
3443,3849
1115,3297
1506,288
3021,3015
1380,3010
31,1957
765,2262
4024,1306
857,2522
1817,497
1372,5
2135,1544
93,2204
1881,1033
2068,2004
3842,3360
2168,1122
2420,3334
2799,3971
1584,2189
1429,2467
1512,2187
1500,3018
3781,2982
95,1828
2626,870
1938,420
387,3266
270,922
21,2686
1792,867
1659,2576
3909,3294
464,463
1205,692
3186,1956
989,3794
3237,3667
3161,505
3297,635
3315,3925
4034,867
2962,78
3737,894
3593,103
230,2799
3921,2980
2595,3080
771,3702
1674,1022
1205,167
2546,3649
3508,2881
2152,47
2463,511
1876,2558
2291,468
2272,2793
537,2471
1775,3234
2390,3751
934,2847
3192,2934
538,325
1400,750
3596,3503
133,529
1939,1296
1559,3180
2219,3712
3023,1447
341,3832
2869,863
361,2262
2375,2888
3730,701
153,1603
659,122
531,3430
3864,2496
2665,3103
2322,2790
1252,309
2270,1016
1200,752
2121,24
3178,2900
3774,2379
1926,123
2818,2406
3324,2555
122,1937
181,2219
1248,2105
1622,1356
1376,2980
1455,256
1072,4019
2430,2765
2165,941
757,2782
2165,1598
3246,2251
1735,900
1399,3813
1848,800
1721,2053
1642,2398
2364,598
2668,4018
549,2015
1415,1123
3846,1951
1112,1580
3483,1360
743,895
741,299
1544,3211
514,3185
2971,1505
3747,839
3313,3299
1194,3828
2019,1554
977,2240
1485,2045
1030,1579
4037,349
2406,2432
3875,3610
3268,2575
2726,3593
2168,4
1374,1865
548,998
229,1603
1260,919
2475,1403
3454,2442
3670,1906
2580,85
2689,309
2371,2448
1052,2311
484,2195
481,637
1230,2022
903,3108
2299,2427
1867,2689
2023,25
3080,1407
1127,3636
1315,2329
1934,654
3577,3719
3156,808
3924,3337
2212,438
3426,3781
2540,1586
3262,2423
2759,2997
3088,3435
1011,3880
2859,266
711,3684
1956,3395
3651,1476
2035,3250
4011,601
1995,2909
3448,461
3236,3439
3351,3599
3555,3340
614,2172
258,3084
115,4039
2148,110
583,1226
3817,3048
2557,3935
697,3052
2807,3886
3606,1250
3598,1702
1150,315
4035,3501
2960,3133
1287,2189
1299,3052
3828,558
3174,3660
738,368
463,3002
2509,2760
3497,3726
3257,3959
78,921
510,2132
895,3952
433,147
3533,2883
2453,1244
271,1839
3239,2010
1401,2383
782,3776
2323,1144
2310,452
3277,2233
2287,94
966,2620
550,1968
1126,783
2902,3910
1302,1748
469,958
2256,1622
2967,743
2139,3658
236,3821
2068,2881
845,1851
407,2721
3208,1366
331,1389
3011,1093
1392,588
619,320
837,3985
1326,2533
1577,2396
506,2809
375,1882
3699,1607
797,1731
3825,1725
3014,1875
2493,2267
1860,679
2979,2418
2670,2252
3673,2403
4033,2442
2353,3028
2679,2852
3837,2716
456,3181
1616,3633
2255,2379
3540,1939
2141,534
642,142
487,2977
1688,2290
738,889
2737,1229
1085,2274
2287,1889
3906,715
3805,2191
2294,651
2887,3905
2941,2164
907,1547
1401,1924
3244,2069
658,2027
1630,2560
949,3526
3049,2233
256,2670
788,2631
3956,2329
1529,3841
3523,2388
2101,2499
2556,1108
106,288
992,913
485,325
3501,1940
3480,251
1242,1862
1451,2011
3016,1812
2446,718
2056,2217
2559,2458
3079,3539
2959,2759
1252,1902
614,1411
3293,1413
685,929
2319,1924
610,3915
122,4022
3837,1773
3138,1449
1010,84
3309,3169
891,1244
553,1441
831,1281
2517,1542
2586,1574
2790,4004
1600,3976
1397,2504
3556,180
2165,1072
2358,2148
1069,2432
554,1278
1717,3222
2336,3445
2020,3848
3541,916
933,2681
1119,2858
3391,727
2924,1340
3929,873
1838,3814
2374,1215
373,745
1898,3524
126,2454
2766,166
2898,2066
912,2310
437,1837
2345,3388
3789,3820
573,3422
105,2949
1524,1914
2156,3268
2972,1572
2313,63
3502,432
2987,1035
1286,334
710,3918
1382,4023
3801,524
1100,2727
216,621
2312,3866
2613,3265
1169,3100
3939,2171
1175,3354
154,845
1998,1376
3983,2820
1011,2837
3187,913
1877,1500
2323,993
714,4008
3155,2094
2201,824
1899,1952
3232,3022
3329,1067
3373,2613
1389,1303
1824,3774
2546,3993
1092,1217
2647,1879
1482,2480
3300,2681
3245,440
828,3452
3164,498
960,1093
739,80
735,3777
3349,3250
3137,1781
1687,3257
3809,1552
183,831
3569,2403
2104,177
1240,977
2821,586
1333,2667
72,516
572,461
2488,2738
1207,1949
275,2187
2302,1437
2957,4009
2003,2461
119,3845
132,1714
156,1760
980,443
417,874
876,3544
2885,3983
3903,2879
2368,3698
244,135
999,2581
874,1632
1259,462
3119,2358
773,65
1020,2809
1760,304
3856,1735
2936,1066
1284,2921
2653,2892
2664,2917
3053,2345
2097,3947
1060,897
1850,3064
1777,2086
2082,472
1085,110
1858,1466
2718,3947
1573,1579
2339,1937
1756,699
2412,3094
3692,3315
603,3534
3565,3096
949,500
403,2774
2276,103
1351,3193
2554,571
2845,2146
3743,476
472,3949
504,1955
1363,134
2695,1846
512,3474
1046,3350
2640,3753
3247,3184
3869,3172
3193,2235
334,3629
2760,2194
210,1022
1297,1793
2959,297
78,365
772,522
1239,2565
2417,401
2475,313
681,3667
3219,4033
47,1502
3836,2334
1335,1918
2876,2613
2981,3272
3174,2462
2740,1256
2402,3015
3261,1828
285,3906
2330,385
1503,3602
2879,2289
2938,3386
116,1161
944,534
60,3352
2500,1094
2966,2053
829,1466
1956,671
1617,1466
119,3125
2350,1035
3940,1300
486,2828
2712,3826
1061,1174
2123,283
1404,2373
1258,2694
2242,1842
3817,1256
3641,2777
2629,2018
2488,2967
1054,3053
3283,793
3520,2820
1992,616
1279,2371
248,997
1029,3776
1346,3240
2150,3207
156,643
1391,347
1819,1444
1828,426
929,2681
3865,3834
652,2550
865,935
222,2324
660,3523
2676,2594
2157,1484
3850,1684
2507,2824
3022,744
3909,1
861,3461
1299,149
3963,2061
3892,1543
2508,1837
111,2335
3725,2781
832,3241
1503,3321
3753,2972
1029,1523
1037,2828
5,3224
2228,1083
2958,3632
1200,1426
226,3463
2713,1584
2666,3431
906,228
3253,3611
2849,3332
2415,1082
2496,3584
325,451
3854,565
2754,250
3299,1561
289,3786
3088,3886
3009,2037
437,808
555,100
1001,3803
3285,2842
3208,429
1304,2631
3001,3319
1064,3910
3438,768
2785,758
513,1891
2177,1438
3277,3880
1348,2440
1020,2032
3663,2123
3677,443
618,3824
2141,2966
3801,2365
2553,1903
3137,3982
2223,3740
2748,3985
4001,3030
1329,2853
2858,1541
3794,1119
3602,3411
1739,3483
351,1509
3657,224
2409,3524
3957,3095
2001,1656
2806,2849
3487,2821
1620,3907
1336,1787
501,3842
2213,1477
1716,544
16,546
2867,3861
4009,979
1404,2227
3569,1157
2842,3360
3464,1289
3695,2091
2581,3589
3923,684
3606,2132
3188,2190
2924,300
3695,1918
2332,3245
2364,3968
1558,1614
1822,1251
2443,1882
872,3253
814,1293
226,886
2866,893
906,3903
224,1154
170,330
3826,3523
964,2568
3469,3123
1474,2768
2205,455
2742,3780
1176,495
3956,2687
531,1700
2639,802
1104,1878
2970,3618
19,785
3411,420
2714,3480
951,1350
3194,2017
3407,3865
2543,1610
1874,2302
3825,1985
696,3077
3494,746
2941,803
1042,2172
1060,3093
47,1550
1782,1750
527,471
1995,1125
2259,1461
2046,321
3271,1423
763,2661
1703,1206
3408,1281
658,554
4008,582
595,1196
1344,1012
3235,3020
208,2812
126,3202
3264,1572
3762,3789
3236,2698
830,812
3568,77
3451,1692
318,917
310,373
3686,3578
669,2115
1016,2059
2953,1988
3660,3264
3352,2260
2798,1438
1817,1282
1908,879
473,73
4034,199
150,2301
956,1811
2240,574
3264,729
2782,2363
199,2538
3631,286
1327,2665
46,1312
1916,2801
2173,3776
1821,739
1036,2160
2825,1260
2329,76
1725,3485
686,526
1982,77
209,210
691,949
227,3702
1361,2435
3700,1726
2384,1903
1930,3918
2274,1424
1622,3453
345,148
2747,1966
968,3517
2259,1567
3841,997
1462,830
2925,1008
1885,3778
1837,1890
2022,346
1526,3985
1353,3703
2128,1007
3057,3648
468,3504
1518,2494
3842,356
2844,3181
3839,3493
3246,2907
4032,3319
2227,1721
3413,2826
1951,2331
4037,4006
1362,1711
1756,1271
3012,1982
649,2700
2606,2025
3967,2654
444,2406
2161,1397
3033,414
506,825
3454,189
2654,48
3977,2079
1248,1746
236,3201
436,2353
990,3868
3189,2843
3953,1240
2771,1123
2274,453
2917,1937
1296,2276
873,2256
3348,1937
1696,946
3269,1115
1865,2402
1778,3268
574,98
2374,1313
3752,600
2089,850
1467,2855
1160,1436
1177,3407
2095,1360
194,2154
2054,2345
3367,1721
540,2014
315,1775
1063,1099
1300,2168
3671,3084
1614,3338
613,2047
1691,1860
2934,3514
2184,3285
2958,2791
2517,2655
669,2174
3658,3301
3692,3627
2843,793
3179,3669
253,1403
2194,3403
2134,2454
776,3903
2090,3711
470,2892
2983,433
1560,931
653,2177
2122,885
2319,704
1828,2462
2218,3042
2150,2627
532,201
1979,1681
1644,3549
2525,886
3913,3598
478,2154
1640,101
3573,2479
2582,824
1112,2735
992,645
2217,2779
2586,2832
3149,3457
3983,561
3820,2595
3155,869
1454,3671
1921,2146
2945,1463
3359,1980
1811,1693
4000,1850
102,3579
2640,1611
2254,252
776,7
2348,3997
1065,3785
2969,1435
2532,2283
1522,337
1047,468
2692,1724
386,2790
1335,811
4001,3169
360,3877
3993,2995
2533,3530
3957,912
2074,445
3657,832
2705,1650
599,2680
384,2646
1435,452
1425,2502
2659,3195
953,712
158,2772
3305,1575
2546,2934
250,867
1229,1883
2929,1590
1965,2635
2150,771
3548,175
3099,2647
3028,952
2363,520
1946,3800
2032,2304
2368,2379
2874,3700
2317,3155
3557,3684
1740,819
983,560
2873,3816
1120,1543
135,3925
3764,246
775,191
2169,2785
3013,2393
1197,1396
1666,503
3568,3077
1464,585
2917,1994
58,1619
3828,2174
3870,24
502,1768
581,996
303,1380
2180,2541
907,1491
3477,2925
3320,3258
292,365
2175,3646
3879,3742
3329,3855
1572,1608
777,2407
453,2374
484,3209
3812,1208
2895,982
2675,2177
379,936
2488,2377
859,2806
3723,1916
216,1234
251,1246
953,3000
3266,661
932,62
3867,700
709,226
1547,1777
75,3573
3613,3934
548,1985
1393,2263
932,3354
1686,1203
1350,2754
195,1248
1701,1193
2644,3989
80,2646
3428,3008
3619,655
1223,3570
3458,3093
1016,2845
446,492
2942,1488
2725,136
2931,778
3286,798
3706,3329
3600,2744
3003,2768
830,1590
1526,3096
925,3149
3302,3047
3767,2585
1619,941
2416,3213
1398,58
3989,3250
1814,1004
3752,1854
1173,379
3434,3660
3082,2266
2864,257
3307,2670
156,1102
3060,2471
2153,1926
2061,1054
2245,1930
3688,3227
3156,2144
2046,3119
1968,2131
3189,792
3199,3718
1531,459
1727,2265
1881,3190
820,2754
1807,598
1747,2583
3503,2024
1518,3795
900,1578
2958,1628
2711,59
249,2271
2440,3821
1641,3340
1072,3934
2631,1021
3118,2422
613,1364
2065,495
2233,2217
1541,2083
847,3080
2398,2898
3614,3714
2121,442
3919,533
1869,827
2405,409
3159,1201
3384,843
3239,1253
174,1500
3611,2584
3318,3982
956,2471
2959,2447
3998,1566
2169,2727
1520,2475
1200,3332
3543,3581
3876,625
2519,1114
1414,1653
514,3945
3102,2874
1159,3145
491,3828
1454,2184
2819,284
1757,43
3839,1248
3696,3790
4,2585
2959,604
221,779
444,460
602,832
280,40
1407,3923
470,1052
3220,285
3649,1326
445,372
1811,1635
4021,544
1664,1084
3637,2694
1077,2572
3483,3996
3141,476
1817,2039
2716,1743
2730,2511
1636,2286
1597,54
2908,552
3050,1836
715,2041
1262,3739
3150,2094
3429,2645
3069,3336
1230,1037
1735,3609
3527,1195
2733,320
69,2801
2081,1409
1968,893
1976,3837
1327,2010
3434,560
2327,543
1851,684
2977,1877
3906,2450
2888,3285
12,2805
235,3685
1553,3136
3635,2820
2873,2357
3616,2538
3009,341
549,1186
3849,154
3912,3489
1881,158
1930,3359
3512,3230
3237,2078
3061,3128
1392,1793
2361,3968
1466,782
2788,3559
2539,907
19,1100
798,3553
7,3511
3846,697
2468,37
2727,3086
2229,1808
3301,3408
520,1631
2273,2706
423,929
2182,51
210,3807
3880,1853
2926,4035
3874,3027
3784,3656
2313,2137
2316,235
2217,619
3286,1505
3653,1719
80,3823
2488,3085
201,876
2997,3860
645,1448
2286,2902
3120,3387
375,57
2150,1816
2964,1158
3124,2451
1010,3819
3184,1051
1248,30
3148,3567
2679,1566
428,3090
2601,1191
3150,1501
1528,3888
2718,3058
877,3009
1984,1833
1704,2304
2810,1897
2695,2642
2854,3872
459,1599
3574,2947
2227,1712
3719,1252
633,2561
2335,914
1489,1562
3566,3134
2563,3152
232,458
2068,884
221,1414
2764,278
3196,1066
369,3878
263,3609
291,3567
374,3536
2576,3135
3268,3744
2196,947
3266,1615
2867,1956
3336,2897
3985,967
52,2370
2012,2966
1989,3131
3720,1259
3590,2225
426,2739
3381,2467
4013,600
2199,1053
1985,1182
473,2489
2433,595
958,2654
1126,1451
618,3592
3637,28
2870,1991
260,434
2538,241
2617,1694
1109,3927
805,2778
912,15
3924,3246
1271,3841
411,390
3184,2425
2922,57
1098,3607
1691,2806
3678,2071
1096,3839
3419,1817
2768,187
284,840
3129,1323
1971,349
495,448
3185,605
1883,518
3186,2765
1956,3916
3980,3009
1133,1427
1132,3180
3496,1253
1183,219
1178,2133
1933,1208
2091,2408
3106,1273
157,1011
2375,1570
344,3424
3534,3610
2320,1214
3061,1177
918,381
1893,185
2729,2546
1965,1978
1449,2183
805,2356
999,1484
2062,2173
3219,1400
2511,2251
1469,3000
2595,2276
195,1934
884,2512
3125,795
1961,933
1306,20
2173,2836
1560,107
210,3274
2916,3427
2485,1860
1112,2015
658,2167
686,555
3059,3814
352,3458
3408,772
1730,2385
3708,1047
3887,2791
74,519
1949,3859
3869,2554
324,670
424,453
1011,2537
378,2753
469,1515
2650,2873
2745,3907
1261,4013
2885,2917
3597,2064
3357,1034
2815,3906
704,234
2221,2135
2084,2526
129,3937
1462,1509
1649,899
3013,904
2654,630
3661,1112
2163,508
3115,1784
1710,3767
2481,727
3113,3057
2209,2677
2677,2349
2500,174
3271,1799
405,1383
63,4008
2773,2055
3689,2876
3387,1804
3270,3743
950,757
2944,482
3072,2223
3419,3422
217,2170
1625,3224
981,1145
189,1630
2372,2265
1822,1010
1957,3502
130,3573
3041,1506
122,413
2855,898
1281,2071
665,66
215,2476
1035,161
3306,1724
3023,371
2665,2997
1468,3116
3787,1889
1494,4009
3986,3043
92,614
3820,2941
2613,1828
2065,3816
1495,276
2378,3693
687,3773
1388,3907
2954,3485
3823,2302
1328,1010
849,3273
2192,70
816,2635
645,3533
537,2592
1403,437
1202,2746
956,377
1083,981
3775,2629
2895,1067
2133,3349
473,117
265,2145
3160,1584
787,1830
2168,511
2673,502
2208,3588
2663,1697
2530,1676
431,1306
1421,1608
534,3356
3548,2061
3811,3709
3490,1427
2923,2847
512,1555
2082,2218
1995,3982
2979,505
1237,2373
3017,3922
1185,1256
3835,3427
300,3097
243,583
936,1372
3608,3611
2031,1604
2412,2989
943,6
1745,872
3108,3078
2714,3435
1122,1390
927,2753
3899,3690
3369,975
663,3066
2102,1197
530,757
275,3720
226,3090
3806,880
1983,3543
60,1998
4017,3156
442,1243
413,782
1846,131
2926,2723
901,430
2627,3535
2951,3400
2433,3601
3332,2180
339,3995
2317,2111
1067,1033
951,3599
2162,3151
2281,3372
2370,513
3706,3720
1788,1331
1166,1639
986,426
2474,3047
1861,3465
767,2843
2998,2521
1716,2118
388,915
1970,1358
3912,1238
2155,2719
2435,3487
1924,1770
1186,1908
2815,3551
362,2462
1838,464
1208,1366
481,3612
907,182
313,3576
2741,2197
1225,3350
2922,2544
3300,3785
2728,359
2855,104
2171,395
2174,2946
3723,2616
29,3052
3072,3474
1243,1664
2544,3146
2516,2747
3938,685
2517,1076
2972,1776
1747,2205
2136,1585
3663,2707
368,775
2364,1730
3903,1868
1902,3197
2710,37
603,2493
1865,3998
2225,3880
3747,3176
2714,2036
3929,3365
998,3715
669,2898
1630,2529
34,294
1389,571
2626,1632
2025,1258
746,265
3961,2887
2893,3649
2176,1762
575,673
3196,2003
2291,1599
926,2686
2110,1999
3985,3873
284,3521
937,693
2602,3086
3365,3971
3521,3083
1445,390
293,184
1220,2203
2363,1546
3289,73
1987,3116
2129,2781
3484,2826
820,4022
3154,2775
1964,634
1600,574
2501,471
2815,1850
63,3230
2139,2229
3383,1308
1103,1585
1441,3935
3619,1649
591,794
1004,2282
34,1539
457,2729
355,2621
3231,2156
40,2588
1836,98
721,2027
1008,2604
3562,2484
2384,211
372,3407
422,1164
3114,1752
1344,2437
75,510
3,1411
2187,871
2499,1471
1390,1203
3426,863
3885,3601
2507,2100
1713,4028
3406,1153
2489,1114
2374,1668
3323,1815
1467,1978
3202,106
3847,1620
2149,3665
1216,1453
420,3196
3117,2912
1848,885
1296,108
1376,688
3676,2434
1282,2729
891,230
1185,1528
1880,1206
3723,2830
3458,119
1129,2897
3463,967
3759,2611
3494,1595
1499,264
1117,1514
3082,1711
1017,2605
3300,1502
2760,597
2676,131
3014,1586
3526,685
224,1763
1559,225
1327,952
2340,2047
2582,59
1328,1645
864,247
1499,1002
238,916
1369,94
2189,664
1833,2107
1514,673
1783,1395
863,3006
3344,3641
1323,782
22,3906
77,3345
1104,1268
2915,2902
3376,2268
1869,252
425,1218
660,2300
2356,1726
1286,832
3340,1358
2805,562
1364,3839
3082,2367
2308,2233
1578,3477
2140,3326
2924,2863
2837,673
2190,3267
211,2144
1271,2641
230,2469
2666,2685
1609,858
2907,3299
3787,1819
340,1568
3774,122
503,3276
771,231
3649,1474
2021,1100
3648,747
3682,3071
2786,3277
3788,3735
1489,2349
3791,3542
1659,2763
3987,3960
2208,3805
1144,36
1039,1854
2468,46
2775,2359
3824,402
36,151
2036,3437
1855,867
2245,1770
1323,1757
1253,3868
2980,3825
2762,835
2479,2288
700,2085
889,3475
484,1542
1365,2498
233,1153
2241,2420
276,3573
3965,710
1940,3954
3625,2605
3428,3489
2903,401
1689,2983
2664,1020
3888,3490
770,1062
1445,1964
2491,1649
3607,188
1755,2968
3869,378
1399,2579
3222,2674
2608,3928
3918,1807
814,2564
3472,1457
3465,3180
2627,3970
3998,2490
2844,1658
495,3465
3653,2830
890,1778
2731,3975
3163,2177
3657,182
1380,2755
1631,158
3366,2991
1062,2145
3845,1322
844,3586
1289,1970
2091,2585
3161,3180
3213,3913
2851,1707
2563,2048
